jobID,agencyTitle,agencyID,jobTitle,salaryFrom,salaryTo
532235,HUMAN RIGHTS COMMISSION,16,Agency Attorney I,63228,72712
532238,NYC HOUSING AUTHORITY,13,CONFIDENTIAL INVESTIGATOR,45113,55000
532372,NYC HOUSING AUTHORITY,13,"PROJECT MANAGER, JOB GENERATION",54100,83981
532374,DEPARTMENT OF TRANSPORTATION,19,Senior Transit Planner,74650,99500
532378,DEPT OF HEALTH/MENTAL HYGIENE,2,"Molecular Typing Laboratory Supervisor, Bureau of the Public Health Laboratory",84468,97138
532397,DEPT OF HEALTH/MENTAL HYGIENE,2,"Associate Laboratory Microbiologist, Bureau of the Public Health Laboratory",83815,89816
532401,CULTURAL AFFAIRS,30,Capital Projects Manager,51538,59269
532415,DEPARTMENT OF CORRECTION,12,Assistant Commissioner of Operations,150000,175000
532427,POLICE DEPARTMENT,7,Senior Police Administrative Aide,43929,57093
532451,DEPT OF HEALTH/MENTAL HYGIENE,2,"Program Initiatives Coordinator, Bureau of Finance, Administration and Services",64140,70554
532456,POLICE DEPARTMENT,7,Senior Police Administrative Aide,43929,57093
532461,FINANCIAL INFO SVCS AGENCY,18,Mainframe Systems Programmer,100000,140000
532488,OFFICE OF EMERGENCY MANAGEMENT,21,CHIEF HUMAN CAPITAL OFFICER,140000,170000
532492,POLICE DEPARTMENT,7,"Psychologist, Level I",64332,83565
532499,POLICE DEPARTMENT,7,Police Administrative Aide,36390,55228
532504,HRA/DEPT OF SOCIAL SERVICES,17,RECRUITER,29.6114,34.0531
532542,DEPT OF HEALTH/MENTAL HYGIENE,2,"Provider Liaison, Bureau of Maternal Infant and Reproductive Health",54100,62215
532558,MAYORS OFFICE OF CONTRACT SVCS,25,"Analyst, Returnable Grand Fund (Non-Profit Initiatives)",50000,60000
532641,TAXI & LIMOUSINE COMMISSION,24,Radio Room Operator,40091,54018
532643,DEPARTMENT OF CORRECTION,12,Research Analyst,75504,86830
532666,ADMIN FOR CHILDREN'S SVCS,5,Child Protective Manager,58700,102226
532679,DEPARTMENT OF TRANSPORTATION,19,Project Manager,54100,83981
532743,POLICE DEPARTMENT,7,"Management Auditor, Level I",56013,89610
532784,DEPARTMENT OF CORRECTION,12,Staffing & Certification Generalist,54100,62215
532797,DEPARTMENT OF CORRECTION,12,"Executive Assistant, Preparedness & Resilience",54100,62215
532804,DEPARTMENT OF CORRECTION,12,Benefits/Retirement Generalist,54100,62215
532837,DEPT OF YOUTH & COMM DEV SRVS,8,Deputy Director,54100,83981
532864,MAYORS OFFICE OF CONTRACT SVCS,25,"Senior Assistant Director, Technology Strategy",110000,130000
532917,FINANCIAL INFO SVCS AGENCY,18,JOB ADMIN ANALYST,58700,75000
532963,DEPARTMENT OF CORRECTION,12,CHAPLAIN (STAFF CHAPLAIN),51022,58675
532983,NYC HOUSING AUTHORITY,13,Senior Network Engineer,75000,180000
532989,MAYORS OFFICE OF CONTRACT SVCS,25,"Design Lead, Mayor's Office for Economic Opportunity",90000,105000
533003,DEPT OF HEALTH/MENTAL HYGIENE,2,"OTPS Coordinator,, Bureau of Public Health Clinics",51132,58802
533008,NYC HOUSING AUTHORITY,13,College Aide for LHD - Emergency Housing Voucher,15.5,19.9
533014,FIRE DEPARTMENT,20,Patient Care Coordinator,54100,83981
533015,DEPT OF HEALTH/MENTAL HYGIENE,2,"OTPS Coordinator, Bureau of Public Health Clinics",51132,58802
533017,POLICE DEPARTMENT,7,Administrative Staff Analyst (NM-II),94715,136260
533022,DEPARTMENT OF CORRECTION,12,PLUMBER'S HELPER,258.65,258.65
533023,DEPT OF YOUTH & COMM DEV SRVS,8,Digital Storyteller,54100,83981
533030,NYC HOUSING AUTHORITY,13,ASBESTOS HAZARD INVESTIGATOR,54410,81645
533039,DEPT OF HEALTH/MENTAL HYGIENE,2,"IT Project Manager, Bureau of IT Strategy and Project Management",75000,115000
533043,DEPARTMENT OF CORRECTION,12,ELECTRICIAN'S HELPER,279.3,279.3
533056,DEPARTMENT OF CORRECTION,12,"Executive Director, Strategic Initiatives",72038,140000
533082,MAYORS OFFICE OF CONTRACT SVCS,25,"Front-End Developer, Chief Technology Office",100000,120000
533087,MAYORS OFFICE OF CONTRACT SVCS,25,"Cybersecurity Network & Systems Engineer, Chief Information Technology",80000,100000
533089,DEPT OF HEALTH/MENTAL HYGIENE,2,"Coordinator of Community Doula Program, Bureau of Brooklyn Neighborhood Health",54100,62215
533113,DEPT OF YOUTH & COMM DEV SRVS,8,Deputy Director,54100,83981
533117,DEPT OF YOUTH & COMM DEV SRVS,8,Field Operations Monitor,32520,42191
533124,ADMIN TRIALS AND HEARINGS,27,Procedural Justice Coordinator,54100,62215
533128,DEPT OF HEALTH/MENTAL HYGIENE,2,"Community Liaison Assistant, Bureau of Customer Support",15.5747,20.2064
533139,DEPT OF HEALTH/MENTAL HYGIENE,2,"Peer Health Navigator, Bureau of Community Engagement Policy, and Practice (CEPP)",54100,62215
533172,DEPT OF HEALTH/MENTAL HYGIENE,2,"Outreach & Education Analyst, World Trade Center Health Registry",64140,70554
533178,DEPARTMENT OF TRANSPORTATION,19,Revenue Support Specialist,53057,77124
533187,DEPARTMENT OF CORRECTION,12,Procurement & Parole Analyst,53797,61866
533194,DEPT OF HEALTH/MENTAL HYGIENE,2,"Custodian (Part-Time), Bureau of Operations",16.4229,18.558
533201,DEPARTMENT OF TRANSPORTATION,19,CIVIL ENGINEERING INTERN,59125,62260
533202,HRA/DEPT OF SOCIAL SERVICES,17,SUPERVISOR OF PLUMBERS,387.03,387.03
533281,CAMPAIGN FINANCE BOARD,31,AUDITOR (12 POSITIONS),60000,60000
533282,POLICE DEPARTMENT,7,Senior Police Administrative Aide,43929,57093
533285,HRA/DEPT OF SOCIAL SERVICES,17,FIA REGIONAL/ADMINISTRATIVE OFFICE LIAISON,67000,77050
533293,DEPT OF ENVIRONMENT PROTECTION,6,SENIOR BUYER,70611,105138
533310,HRA/DEPT OF SOCIAL SERVICES,17,FIA REGIONAL/ADMINISTRATIVE OFFICE LIAISON,67000,77050
533318,HRA/DEPT OF SOCIAL SERVICES,17,FIA REGIONAL/ADMINISTRATIVE OFFICE LIAISON,67000,77050
533328,DEPT OF CITYWIDE ADMIN SVCS,33,"Assistant Engineer, Load Management",74773,76650
533332,HRA/DEPT OF SOCIAL SERVICES,17,FIA REGIONAL/ADMINISTRATIVE OFFICE LIAISON,67000,77050
533349,DEPT OF CITYWIDE ADMIN SVCS,33,"Assistant Project Manager, Clean Energy",51535,59265
533355,DEPT OF CITYWIDE ADMIN SVCS,33,"Project Manager/Senior Project Manager, Clean Energy",75000,90000
533394,DEPARTMENT OF CORRECTION,12,Disability Rights Coordinator for Incarcerated Individuals (DRC),61302,70497
533398,DEPARTMENT OF TRANSPORTATION,19,City Research Scientist,84468,111003
533442,HUMAN RIGHTS COMMISSION,16,Mediation Coordinator,54100,83981
533448,HUMAN RIGHTS COMMISSION,16,Mediation Program Attorney,63228,96526
533489,TAXI & LIMOUSINE COMMISSION,24,Special Projects Manager,55208,79732
533493,FIRE DEPARTMENT,20,Mechanical Engineer,80557,111917
533524,DEPT OF CITYWIDE ADMIN SVCS,33,"Project Manager, Innovative Technologies",75504,86830
533533,DEPT OF YOUTH & COMM DEV SRVS,8,Director of Strategy and Inclusion,58700,161534
533543,TAXI & LIMOUSINE COMMISSION,24,Special Projects Manager,62470,80008
533544,ADMIN FOR CHILDREN'S SVCS,5,"Security Consultant, Horizon",30,45.9666
533556,DEPT OF CITYWIDE ADMIN SVCS,33,"Deputy Director, Strategic Planning",90000,90846
533559,HRA/DEPT OF SOCIAL SERVICES,17,SOCIAL WORKER,51079,58741
533577,HRA/DEPT OF SOCIAL SERVICES,17,PROGRAM SUPPORT SPECIALIST,66597,76587
533608,LAW DEPARTMENT,3,"Assistant Corporation Counsel, Special Federal Litigation",75121,133040
533618,OFFICE OF THE COMPTROLLER,29,Senior Investment Officer- Real Estate,160000,175000
533625,OFFICE OF THE COMPTROLLER,29,Deputy Director- Tort Division (Executive Agency Counsel),115000,125000
533660,FIRE DEPARTMENT,20,CLAIMS EXAMINER,41389,47597
533667,FIRE DEPARTMENT,20,CASE MANAGEMENT NURSE,84744,84744
533702,LAW DEPARTMENT,3,MEDICOLEGAL ANALYST,69546,74998
533706,HUMAN RIGHTS COMMISSION,16,Associate Human Rights Specialist,58449,67216
533729,HRA/DEPT OF SOCIAL SERVICES,17,Employee Expense Auditor,36390,58953
533740,ADMIN FOR CHILDREN'S SVCS,5,"Performance and Learning Director, Horizon",58700,84000
533753,NYC HOUSING AUTHORITY,13,ASSISTANT HOUSING MANAGER (HA),49609,77454
533754,DEPARTMENT OF CORRECTION,12,Assistant Commissioner of Program Evaluation,150000,165000
533757,DEPARTMENT OF CORRECTION,12,Program Evaluator,84468,97138
533760,DEPARTMENT OF CORRECTION,12,Data Quality Analyst,84468,97138
533762,DEPARTMENT OF CORRECTION,12,Operations Research Analyst,84468,97138
533764,DEPARTMENT OF CORRECTION,12,"Senior Analyst, Operations Research",94283,108426
533780,FIRE DEPARTMENT,20,MEDICAL RECORDS CLERICAL ASSOCIATE,40017,62820
533843,ADMIN FOR CHILDREN'S SVCS,5,Children's Center Trainer,54100,62215
533851,LAW DEPARTMENT,3,Assistant Corporation Counsel - Commercial and Real Estate Litigation,73579,153666
533864,DEPT. OF HOMELESS SERVICES,23,CARPENTER,375.06,375.06
533882,DEPT. OF HOMELESS SERVICES,23,PLUMBER,369.53,369.53
533889,DEPT. OF HOMELESS SERVICES,23,PLUMBER,369.53,369.53
533890,DEPT. OF HOMELESS SERVICES,23,EXECUTIVE DIRECTOR,72038,192152
533891,HRA/DEPT OF SOCIAL SERVICES,17,CONTRACT ANALYST,62470,76869
533902,DEPT. OF HOMELESS SERVICES,23,COMMUNITY ASSISTANT,32520,42191
533906,DEPT. OF HOMELESS SERVICES,23,PAINTER,315.07,315.07
533909,DEPT. OF HOMELESS SERVICES,23,QUALITY MANAGEMENT COORDINATOR,75504,94761
533912,NYC HOUSING AUTHORITY,13,Compliance Integration Analyst,54100,83981
533913,DEPT. OF HOMELESS SERVICES,23,COMPLIANCE ANALYST,54100,83981
533925,DEPT. OF HOMELESS SERVICES,23,COMPLIANCE ANALYST,54100,83981
533943,ADMIN FOR CHILDREN'S SVCS,5,CNNX and Systems Support Specialist,20.9814,34.9174
533951,DEPT. OF HOMELESS SERVICES,23,CRISIS COORDINATOR,54100,83981
533954,HRA/DEPT OF SOCIAL SERVICES,17,EIOT WORKER,42389,71046
533969,HRA/DEPT OF SOCIAL SERVICES,17,CASE REVIEWER,37748,57043
533979,NYC EMPLOYEES RETIREMENT SYS,4,CERTIFIED IT ADMINISTRATOR (LAN/WAN),85371,119883
534004,ADMIN TRIALS AND HEARINGS,27,Administrative Law Judge,150000,161195
534020,ADMIN TRIALS AND HEARINGS,27,Data Analyst,50291,57835
534032,ADMIN FOR CHILDREN'S SVCS,5,Child Welfare Trainer,54100,62215
534040,DEPT. OF HOMELESS SERVICES,23,CRISSIS COORDINATOR,54100,83981
534050,DEPT. OF HOMELESS SERVICES,23,CRISSIS COORDINATOR,54100,83981
534051,DEPARTMENT OF TRANSPORTATION,19,Assistant General Counsel,62397,75760
534054,DEPARTMENT OF TRANSPORTATION,19,Assistant General Counsel,63228,96526
534056,DEPARTMENT OF TRANSPORTATION,19,Assistant General Counsel,71423,107032
534061,DEPARTMENT OF TRANSPORTATION,19,Assistant General Counsel,79620,117541
534073,CAMPAIGN FINANCE BOARD,31,SENIOR AUDITOR (2 POSITIONS),80000,80000
534079,MAYORS OFFICE OF CONTRACT SVCS,25,"Senior Analyst, Franchise and Concession Review Committee (FCRC)",60000,70000
534107,OFFICE OF EMERGENCY MANAGEMENT,21,MITIGATION SPECIALIST,57500,69500
534116,ADMIN FOR CHILDREN'S SVCS,5,Quality Assurance Supervisor,86096,96000
534167,DEPARTMENT FOR THE AGING,28,Senior Developer,92194,106023
534180,DEPARTMENT FOR THE AGING,28,"Director, Ombuds Office",110000,110000
534211,NYC HOUSING AUTHORITY,13,Deputy Director,102292,163512
534213,OFFICE OF EMERGENCY MANAGEMENT,21,STRATEGIC PLANNING PROGRAM MANAGER,65000,79000
534222,DEPT OF PARKS & RECREATION,22,Recreation Director,41660,47909
534224,DEPARTMENT OF CORRECTION,12,LOCKSMITH,254.96,254.96
534228,DEPT OF CITYWIDE ADMIN SVCS,33,Energy Senior Project Manager (Capital Projects),85000,100000
534233,DEPT OF CITYWIDE ADMIN SVCS,33,Civil Engineer/Project Manager,80557,92640
534236,DEPT OF CITYWIDE ADMIN SVCS,33,Energy Controls Specialist,74773,76650
534244,FIRE DEPARTMENT,20,Contract Analyst,35.7044,83.0925
534245,DEPT OF CITYWIDE ADMIN SVCS,33,Engineering Auditor,74650,85847
534263,DEPT OF HEALTH/MENTAL HYGIENE,2,Special Projects Coordinator,25.954,29.85
534310,ADMIN TRIALS AND HEARINGS,27,Facility and Security Coordinator,47418,54531
534318,OFFICE OF EMERGENCY MANAGEMENT,21,MONITORING & EVALUATION SPECIALIST,57500,69500
534335,DEPT OF HEALTH/MENTAL HYGIENE,2,"Public Health Inspector, Bureau of Food Safety and Community Sanitation",45722,52580
534387,DEPT OF HEALTH/MENTAL HYGIENE,2,"Senior Early Childhood Education Consultant, Bureau of Childcare",71379,82086
534390,POLICE DEPARTMENT,7,Police Administrative Aide,36390,55228
534396,DEPT OF CITYWIDE ADMIN SVCS,33,"College Aide, CityStore",15.5,19.9
534466,ADMIN FOR CHILDREN'S SVCS,5,Content Editor: Website,54100,75000
534474,ADMIN FOR CHILDREN'S SVCS,5,Deputy Director of Intergovernmental Affairs,79620,95000
534475,DEPT OF HEALTH/MENTAL HYGIENE,2,"Supervisor, Bureau of Immunization/Immunization Surveillance",63053,72511
534492,ADMIN FOR CHILDREN'S SVCS,5,Senior Communications Specialist,74710,100000
534493,DEPT. OF HOMELESS SERVICES,23,CRISIS COORDINATOR,54100,62215
534511,DEPT. OF HOMELESS SERVICES,23,Peace Officer,34834,50207
534512,ADMIN FOR CHILDREN'S SVCS,5,Associate Commissioner,88936,223761
534514,ADMIN FOR CHILDREN'S SVCS,5,Customer Service Liaison,53057,61015
534519,DEPT OF ENVIRONMENT PROTECTION,6,Region Supervisor,53702,148745
534529,ADMIN FOR CHILDREN'S SVCS,5,Paralegal,37611,43253
534531,ADMIN FOR CHILDREN'S SVCS,5,Caseworker,41483,47705
534538,ADMIN FOR CHILDREN'S SVCS,5,Contract Unit Associate,36390,41848
534561,NYC HOUSING AUTHORITY,13,DEPUTY DIRECTOR,72038,192152
534580,HRA/DEPT OF SOCIAL SERVICES,17,ADMINISTRATIVE ASSISTANT,36390,41848
534591,NYC HOUSING AUTHORITY,13,Lead Oversight Team (LOT) Administrator,64922,173486
534637,OFFICE OF THE COMPTROLLER,29,Compliance Officer,100000,115000
534638,OFFICE OF THE COMPTROLLER,29,Compliance Analyst,65000,80000
534657,NYC HOUSING AUTHORITY,13,Elevator Oversight Team Administrator,64922,173486
534670,DEPARTMENT FOR THE AGING,28,Budget Analyst,62470,71840
534672,HRA/DEPT OF SOCIAL SERVICES,17,COMPUTER TECHNICIAN,44404,51065
534681,OFFICE OF MANAGEMENT & BUDGET,14,Analyst  Grant Monitoring,65604,83399
534683,DEPT OF HEALTH/MENTAL HYGIENE,2,"Citywide Doula Initiative (CDI), HSB Health Education Coordinator, Bureau of Brooklyn Neighborhood Health",54100,62215
534688,DEPT OF HEALTH/MENTAL HYGIENE,2,"Citywide Doula Initiative (CDI), HSB Outreach and Partnerships Coordinator, Bureau of Brooklyn Neighborhood Health",54100,62215
534689,DEPT OF HEALTH/MENTAL HYGIENE,2,"Healthy Start Brooklyn Community Action Network Coordinator, Bureau of Brooklyn Neighborhood Health",54100,62215
534690,OFFICE OF MANAGEMENT & BUDGET,14,Analyst  Transportation,51550,73806
534714,NYC HOUSING AUTHORITY,13,Elevators Studio Leader,112000,120000
534745,DEPARTMENT FOR THE AGING,28,Budget Analyst,62470,71840
534765,DEPT OF HEALTH/MENTAL HYGIENE,2,"Financial Analyst, Bureau of Controller",45428,52242
534767,TAXI & LIMOUSINE COMMISSION,24,Assistant General Counsel - Discipline,62397,75760
534769,HRA/DEPT OF SOCIAL SERVICES,17,SENIOR ELIGIBILITY SUPERVISOR,53057,61015
534831,DEPT OF ENVIRONMENT PROTECTION,6,Assistant Civil Engineer,57078,85646
534859,DEPARTMENT OF INVESTIGATION,36,Desktop Support Engineer,51345,68000
534865,DEPT OF HEALTH/MENTAL HYGIENE,2,"Social Worker, Bureau of Public Health Clinics",51079,58741
534869,HRA/DEPT OF SOCIAL SERVICES,17,CONTINIUMM OF CARE (COC) COORDINATOR,54100,54100
534882,DEPT OF HEALTH/MENTAL HYGIENE,2,"Machinist, Bureau of Facilities Planning and Administrative Services",37.28,43.4
534885,DEPT. OF HOMELESS SERVICES,23,PROGRAM ADMINISTRATOR,111127,125000
534893,DEPT. OF HOMELESS SERVICES,23,SHS DATA ANALYST,75504,86830
534894,DEPARTMENT OF CORRECTION,12,"Deputy Commissioner, Health Affairs & Health Management Division",180000,195000
534927,DEPT OF PARKS & RECREATION,22,Recreation Director,41660,47909
534928,DEPARTMENT OF CORRECTION,12,MACHINIST,298.24,309.2
534933,DEPT OF PARKS & RECREATION,22,Recreation Specialist,21.65,24.9
534938,DEPARTMENT OF TRANSPORTATION,19,"Office Manager, Queens Borough Commissioner's Office",64749,134280
534940,DEPARTMENT OF CORRECTION,12,MAINTENANCE WORKER,239.84,249.28
534953,DEPARTMENT OF CORRECTION,12,"Deputy Director, Investigations",100000,115000
534963,DEPARTMENT OF BUSINESS SERV.,1,"Deputy Commissioner, WDD",106729,241434
534974,DEPT OF HEALTH/MENTAL HYGIENE,2,"HEAT Supervisor, Bureau of Health Promotion of Justice Impacted Populations",73027,83981
534978,DEPT OF ENVIRONMENT PROTECTION,6,Assistant Civil Engineer,57078,65640
534979,DEPT OF ENVIRONMENT PROTECTION,6,ASSISTANT CIVIL ENGINEER,57078,65640
534990,DEPT OF ENVIRONMENT PROTECTION,6,Assistant Civil Engineer,57078,65640
535001,DEPT OF ENVIRONMENT PROTECTION,6,Assistant Civil Engineer,57078,65640
535003,DEPARTMENT OF TRANSPORTATION,19,Digital Communications Specialist,54100,83981
535005,DEPT OF ENVIRONMENT PROTECTION,6,Assistant Civil Engineer,57078,65640
535008,DEPT OF ENVIRONMENT PROTECTION,6,ASSISTANT CIVIL ENGINEER,57078,65640
535021,DEPT OF ENVIRONMENT PROTECTION,6,Deputy Director for Clean Energy,130000,160000
535050,DEPARTMENT OF CITY PLANNING,9,Associate Planner,65208,74000
535117,POLICE DEPARTMENT,7,Maintenance Worker,239.84,249.28
535131,DEPARTMENT OF TRANSPORTATION,19,Assistant Press Secretary,54100,83981
535137,NYC HOUSING AUTHORITY,13,MAINTENANCE WORKER,29.98,31.16
535152,DEPARTMENT OF SANITATION,37,Grants and Policy Specialist,75504,94761
535153,DEPARTMENT OF SANITATION,37,"Senior Manager, Zero Waste Schools",54100,83981
535175,DEPT OF CITYWIDE ADMIN SVCS,33,"Analyst, Technical Services",84468,97138
535185,DEPARTMENT OF SANITATION,37,Investigator (Discipline),42293,63702
535192,FINANCIAL INFO SVCS AGENCY,18,WEB APPLICATION DEVELOPER,110000,115000
535215,LAW DEPARTMENT,3,Paralegal - Special Federal Litigation,43197,49677
535219,ADMIN FOR CHILDREN'S SVCS,5,"Director, Research Partnerships",84468,97138
535220,DEPT OF CITYWIDE ADMIN SVCS,33,"Project Manager, Agency Planning & Implementation-Large Buildings",75504,86830
535221,FIRE DEPARTMENT,20,WTC CASE MANAGEMENT NURSE,84744,84744
535224,DEPT OF CITYWIDE ADMIN SVCS,33,"Project Manager, Capital Implementation",75504,86830
535225,FIRE DEPARTMENT,20,WTC CASE MANAGEMENT NURSE,84744,84744
535229,DEPT OF CITYWIDE ADMIN SVCS,33,"Analyst, Incentives",75504,86830
535234,ADMIN FOR CHILDREN'S SVCS,5,Performance Evaluator,66442,76408
535236,ADMIN FOR CHILDREN'S SVCS,5,Contract Manager,54100,62215
535247,DEPT OF CITYWIDE ADMIN SVCS,33,"Sector Lead/Senior Program Manager, Agency Planning & Implementation - Large Buildings",90000,100000
535255,TECHNOLOGY & INNOVATION,15,"Director, Agency Solutions",80931,140000
535295,ADMIN FOR CHILDREN'S SVCS,5,Special Projects Coordinator,54100,62215
535301,TAXI & LIMOUSINE COMMISSION,24,IT Network Administrator,70000,81000
535306,ADMIN FOR CHILDREN'S SVCS,5,Audit Nurse,93733,93733
535312,OFFICE OF EMERGENCY MANAGEMENT,21,ALL-HAZARDS PLANNING PROGRAM MANAGER,65000,79000
535319,TAXI & LIMOUSINE COMMISSION,24,IT .NET Developer,95317,109000
535320,DEPARTMENT OF SANITATION,37,Auto Mechanic,298.24,347.2
535321,DEPT OF ENVIRONMENT PROTECTION,6,Risk Analyst,58695,67499
535325,LAW DEPARTMENT,3,Assistant Corporation Counsel - Family Court Division - Bronx,73579,122643
535327,DEPARTMENT OF SANITATION,37,Associate Project Manager,74650,109409
535331,DEPT OF CITYWIDE ADMIN SVCS,33,"Project Manager, Agency Planning & Implementation-Healthcare",75504,86830
535356,DEPARTMENT OF SANITATION,37,AUTO MECHANIC (4-DAY TEMP),37.28,43.4
535358,MAYORS OFFICE OF CONTRACT SVCS,25,"Functional Business Analyst, Chief Technology Office",80000,100000
535360,MAYORS OFFICE OF CONTRACT SVCS,25,"Data Engineer, Chief Technology Office",90000,110000
535364,MAYORS OFFICE OF CONTRACT SVCS,25,"Senior Assistant Director, Quality Assurance (Chief Information Office)",110000,130000
535365,DEPT OF CITYWIDE ADMIN SVCS,33,"College Aide, Strategic Planning",16,19
535369,DEPARTMENT OF SANITATION,37,ELECTRICIAN (AUTOMOBILE),298.24,347.2
535380,DEPT OF CITYWIDE ADMIN SVCS,33,"Director, Building Optimization",100000,125000
535384,DEPARTMENT OF SANITATION,37,AUTO MECHANIC,298.24,347.2
535386,FINANCIAL INFO SVCS AGENCY,18,LINUX SYSTEMS ADMINISTRATOR,110000,140000
535430,HRA/DEPT OF SOCIAL SERVICES,17,CLASSIFICATION ANALYST,62470,80008
535431,ADMIN FOR CHILDREN'S SVCS,5,FAP/JJI Clerk,47418,54531
535442,ADMIN FOR CHILDREN'S SVCS,5,Administrative Assistant,53057,61015
535452,MAYORS OFFICE OF CONTRACT SVCS,25,"Automation Quality Assurance Engineer, Chief Information Technology",100000,120000
535461,LAW DEPARTMENT,3,Computer Technician,24.3043,27.9502
535465,HRA/DEPT OF SOCIAL SERVICES,17,REGIONAL MANAGER,111127,145230
535477,DEPT OF HEALTH/MENTAL HYGIENE,2,Assistant Director,59049,75000
535487,DEPARTMENT OF SANITATION,37,AUTOMOTIVE SERVICE WORKER,42712,54386
535488,ADMIN FOR CHILDREN'S SVCS,5,Special Assistant to Detention,54100,62215
535494,ADMIN FOR CHILDREN'S SVCS,5,Special Assistant to Detention,54100,62215
535553,NYC HOUSING AUTHORITY,13,"Project Manager, Transactions",74650,109409
535558,DEPT OF ENVIRONMENT PROTECTION,6,Deputy Director for Clean Energy,130000,160000
535560,HRA/DEPT OF SOCIAL SERVICES,17,SYSTEMS DESIGN ANALYSIS,71707,99805
535568,DEPT OF YOUTH & COMM DEV SRVS,8,Deputy Director Program Finance and Support,64749,134280
535589,ADMIN FOR CHILDREN'S SVCS,5,Contract Analyst,70611,81203
535623,DEPT OF CITYWIDE ADMIN SVCS,33,Chauffeur Attendant,47380,47380
535634,DEPARTMENT FOR THE AGING,28,Contract Analyst,54100,62215
535638,DEPT OF ENVIRONMENT PROTECTION,6,Project Manager,57078,65640
535639,DEPARTMENT OF SANITATION,37,"Counselor, Employee Assistance Unit",66442,91234
535645,DEPARTMENT FOR THE AGING,28,Registration Analyst,54100,62215
535647,DEPT. OF HOMELESS SERVICES,23,SENIOR PLANNER FOR PURPOSE BUILT SHELTER,74650,109409
535660,DEPT OF CITYWIDE ADMIN SVCS,33,"Engineer, Clean Energy",90114,103631
535670,TAXI & LIMOUSINE COMMISSION,24,Call Center Director,67422,75000
535672,DEPT. OF HOMELESS SERVICES,23,Intake Worker,38333,63794
535692,ADMIN FOR CHILDREN'S SVCS,5,Conference Facilitator,73027,83981
535705,ADMIN FOR CHILDREN'S SVCS,5,PAMS Preventive Reviewer,66442,76408
535732,DEPT OF HEALTH/MENTAL HYGIENE,2,"Clearance Supervisor, Bureau of Childcare",60132,69152
535749,DEPT OF HEALTH/MENTAL HYGIENE,2,Assistant Director,58700,120000
535751,DEPARTMENT OF CITY PLANNING,9,RESEARCHER AND FOIL eDISCOVERY SPECIALIST,52123,60000
535756,DEPARTMENT OF TRANSPORTATION,19,Civil Engineer 2,80557,111917
535760,DEPT OF ENVIRONMENT PROTECTION,6,Engineering Technician,42114,48431
535786,DEPT OF HEALTH/MENTAL HYGIENE,2,"Clearance Administrator, Bureau of Childcare",41483,47705
535797,HRA/DEPT OF SOCIAL SERVICES,17,NOVA SOCIAL WORKER,51079,72623
535808,DEPT OF HEALTH/MENTAL HYGIENE,2,"MDM Security Analyst, Bureau of Network Technology Services",54281,54281
535810,ADMIN FOR CHILDREN'S SVCS,5,Payment Processor,47418,54591
535820,DEPARTMENT OF TRANSPORTATION,19,Assistant Civil Engineer,57078,85646
535842,DEPARTMENT OF CORRECTION,12,"Deputy Commissioner, Training",180000,195000
535843,DEPT OF ENVIRONMENT PROTECTION,6,CHIEF MARINE ENGINEER (DIESEL),87792,87792
535861,DEPT OF CITYWIDE ADMIN SVCS,33,Project Manager,90114,103631
535862,DEPT OF CITYWIDE ADMIN SVCS,33,Portfolio Specialist,90114,103631
535863,DEPT OF CITYWIDE ADMIN SVCS,33,Project Manager,90114,103631
535865,DEPT OF CITYWIDE ADMIN SVCS,33,Portfolio Manager,67757,77921
535867,DEPT OF CITYWIDE ADMIN SVCS,33,Analyst,64140,70554
535886,OFFICE OF EMERGENCY MANAGEMENT,21,AGENCY COUNSEL,71423,82137
535912,DEPT OF YOUTH & COMM DEV SRVS,8,Associate Contract Specialist,60193,90704
535913,DEPT OF HEALTH/MENTAL HYGIENE,2,"By My Side Birth Support Program Doula Capacity Coordinator  , Bureau of Brooklyn Neighborhood Health",54100,62215
535935,DEPT OF HEALTH/MENTAL HYGIENE,2,Deputy Director of Forensic Biology,80931,150000
535945,DEPT OF HEALTH/MENTAL HYGIENE,2,Assistant Director of Forensic Biology,58700,125000
535948,DEPT OF HEALTH/MENTAL HYGIENE,2,Laboratory Manager (Forensic Biology),58700,120000
535952,ADMIN FOR CHILDREN'S SVCS,5,Family First Assessment Spec.,73027,83981
535965,LAW DEPARTMENT,3,Clerical Associate (PT) -  Special Federal Litigation Division,19.9179,22.9053
535979,TAXI & LIMOUSINE COMMISSION,24,Prosecuting Attorney,62397,71757
535987,TAXI & LIMOUSINE COMMISSION,24,Prosecuting Attorney,63228,72712
535989,DEPT OF HEALTH/MENTAL HYGIENE,2,"Senior Evaluator, Research & Evaluation Unit,  Bureau of Maternal Infant and Reproductive Health (BMIRH)",84468,97138
536119,HRA/DEPT OF SOCIAL SERVICES,17,COMPLIANCE LIAISON,54100,62215
536141,NYC HOUSING AUTHORITY,13,Agency Attorney L2,82137,85563
536161,DEPT OF HEALTH/MENTAL HYGIENE,2,EIOD Assistant,47418,69462
536237,FINANCIAL INFO SVCS AGENCY,18,WEBSPHERE ADMINISTRATOR,100000,129000
536245,DEPARTMENT OF TRANSPORTATION,19,EEO Investigator,71423,107032
536285,DEPT OF HEALTH/MENTAL HYGIENE,2,"Community Liaison Assistant, Bureau of Customer Support",32520,37398
536287,OFFICE OF MANAGEMENT & BUDGET,14,Analyst FISCAL,51550,65604
